CVE,reservedDate,publishedDate,baseScore
CVE-2019-7110,2019-01,2019-05,6.5
CVE-2019-7111,2019-01,2019-05,8.8
CVE-2019-7112,2019-01,2019-05,9.8
CVE-2019-7113,2019-01,2019-05,9.8
CVE-2019-7114,2019-01,2019-05,7.5
CVE-2019-7115,2019-01,2019-05,7.5
CVE-2019-7116,2019-01,2019-05,7.5
CVE-2019-7117,2019-01,2019-05,9.8
CVE-2019-7118,2019-01,2019-05,9.8
CVE-2019-7119,2019-01,2019-05,9.8
CVE-2019-7120,2019-01,2019-05,9.8
CVE-2019-7121,2019-01,2019-05,7.5
CVE-2019-7122,2019-01,2019-05,7.5
CVE-2019-7123,2019-01,2019-05,7.5
CVE-2019-7124,2019-01,2019-05,9.8
CVE-2019-7125,2019-01,2019-05,8.8
CVE-2019-7127,2019-01,2019-05,6.5
CVE-2019-7128,2019-01,2019-05,9.8
CVE-2019-7140,2019-01,2019-05,6.5
CVE-2019-7141,2019-01,2019-05,6.5
CVE-2019-7142,2019-01,2019-05,7.5
CVE-2019-7143,2019-01,2019-05,8.8
CVE-2019-7144,2019-01,2019-05,6.5
CVE-2019-7145,2019-01,2019-05,6.5
CVE-2019-7317,2019-02,2019-02,5.3
CVE-2019-7758,2019-02,2019-05,6.5
CVE-2019-7759,2019-02,2019-05,8.8
CVE-2019-7760,2019-02,2019-05,8.8
CVE-2019-7761,2019-02,2019-05,8.8
CVE-2019-7762,2019-02,2019-05,9.8
CVE-2019-7763,2019-02,2019-05,9.8
CVE-2019-7764,2019-02,2019-05,9.8
CVE-2019-7765,2019-02,2019-05,9.8
CVE-2019-7766,2019-02,2019-05,9.8
CVE-2019-7767,2019-02,2019-05,9.8
CVE-2019-7768,2019-02,2019-05,9.8
CVE-2019-7769,2019-02,2019-05,7.5
CVE-2019-7770,2019-02,2019-05,7.5
CVE-2019-7771,2019-02,2019-05,7.5
CVE-2019-7772,2019-02,2019-05,9.8
CVE-2019-7773,2019-02,2019-05,7.5
CVE-2019-7774,2019-02,2019-05,7.5
CVE-2019-7775,2019-02,2019-05,7.5
CVE-2019-7776,2019-02,2019-05,7.5
CVE-2019-7777,2019-02,2019-05,7.5
CVE-2019-7778,2019-02,2019-05,7.5
CVE-2019-7779,2019-02,2019-05,9.8
CVE-2019-7780,2019-02,2019-05,7.5
CVE-2019-7781,2019-02,2019-05,9.8
CVE-2019-7782,2019-02,2019-05,9.8
CVE-2019-7783,2019-02,2019-05,9.8
CVE-2019-7784,2019-02,2019-05,9.8
CVE-2019-7785,2019-02,2019-05,6.5
CVE-2019-7786,2019-02,2019-05,8.8
CVE-2019-7787,2019-02,2019-05,6.5
CVE-2019-7788,2019-02,2019-05,9.8
CVE-2019-7789,2019-02,2019-05,7.5
CVE-2019-7790,2019-02,2019-05,7.5
CVE-2019-7791,2019-02,2019-05,9.8
CVE-2019-7792,2019-02,2019-05,9.8
CVE-2019-7793,2019-02,2019-05,7.5
CVE-2019-7794,2019-02,2019-05,6.5
CVE-2019-7795,2019-02,2019-05,7.5
CVE-2019-7796,2019-02,2019-05,8.8
CVE-2019-7797,2019-02,2019-05,8.8
CVE-2019-7798,2019-02,2019-05,8.8
CVE-2019-7799,2019-02,2019-05,6.5
CVE-2019-7800,2019-02,2019-05,8.8
CVE-2019-7801,2019-02,2019-05,6.5
CVE-2019-7802,2019-02,2019-05,6.5
CVE-2019-7803,2019-02,2019-05,6.5
CVE-2019-7804,2019-02,2019-05,9.8
CVE-2019-7805,2019-02,2019-05,9.8
CVE-2019-7806,2019-02,2019-05,9.8
CVE-2019-7807,2019-02,2019-05,9.8
CVE-2019-7808,2019-02,2019-05,9.8
CVE-2019-7809,2019-02,2019-05,6.5
CVE-2019-7810,2019-02,2019-05,6.5
CVE-2019-7811,2019-02,2019-05,7.5
CVE-2019-7812,2019-02,2019-05,7.5
CVE-2019-7813,2019-02,2019-05,7.5
CVE-2019-7814,2019-02,2019-05,8.8
CVE-2019-7815,2019-02,2019-05,7.5
CVE-2019-7817,2019-02,2019-05,8.8
CVE-2019-7818,2019-02,2019-05,8.8
CVE-2019-7820,2019-02,2019-05,8.8
CVE-2019-7821,2019-02,2019-05,6.5
CVE-2019-7822,2019-02,2019-05,8.8
CVE-2019-7823,2019-02,2019-05,6.5
CVE-2019-7824,2019-02,2019-05,8.8
CVE-2019-7825,2019-02,2019-05,8.8
CVE-2019-7826,2019-02,2019-05,8.8
CVE-2019-7827,2019-02,2019-05,8.8
CVE-2019-7828,2019-02,2019-05,8.8
CVE-2019-7829,2019-02,2019-05,8.8
CVE-2019-7830,2019-02,2019-05,8.8
CVE-2019-7831,2019-02,2019-05,8.8
CVE-2019-7832,2019-02,2019-05,9.8
CVE-2019-7833,2019-02,2019-05,9.8
CVE-2019-7834,2019-02,2019-05,9.8
CVE-2019-7835,2019-02,2019-05,9.8
CVE-2019-7836,2019-02,2019-05,7.5
CVE-2019-7837,2019-02,2019-05,8.8
CVE-2019-7841,2019-02,2019-05,7.5
CVE-2019-7845,2019-02,2019-06,8.8
